,age,job,education,default,balance,personal_loan,Current_campaign
851,46,1,1,0,279,0,2
852,36,4,1,0,189,0,1
853,48,9,2,0,387,1,0
854,42,4,1,0,208,0,1
855,46,4,2,0,842,0,1
856,49,9,1,1,3,1,3
857,36,1,1,0,80,0,1
858,34,9,2,0,417,1,0
859,51,2,2,0,278,1,4
860,58,1,0,0,571,0,1
861,48,4,2,0,1025,0,1
862,41,0,1,0,1121,0,0
863,49,6,0,0,738,0,3
864,43,4,0,0,2218,0,1
865,32,1,1,0,147,1,2
866,54,5,1,0,1889,0,2
867,33,1,0,0,854,0,10
868,35,9,1,0,414,0,1
869,56,9,1,0,423,1,5
870,57,9,1,0,1009,1,0
871,31,3,0,0,2347,0,1
872,33,9,1,0,914,0,1
873,29,9,2,0,1666,0,5
874,38,4,2,0,2313,0,0
875,37,0,1,0,2278,0,1
876,33,2,2,0,820,0,1
877,30,4,2,0,2331,0,1
878,31,6,1,0,473,1,0
879,28,9,2,0,454,1,1
880,26,0,1,0,522,0,0
881,31,9,1,0,376,0,1
882,50,3,0,0,368,0,3
883,45,2,0,0,332,0,2
884,48,4,0,0,828,0,5
885,41,9,1,0,274,1,0
886,60,9,0,0,339,0,1
887,41,1,1,0,599,0,0
888,43,1,0,0,943,0,3
889,36,4,2,0,2249,1,1
890,40,1,0,0,1233,1,4
891,28,4,2,0,1036,1,0
892,27,8,2,0,2079,0,1
893,49,4,1,0,335,0,1
894,37,9,2,0,274,0,0
895,31,1,1,0,1324,0,2
896,31,9,1,1,299,0,0
897,31,1,1,0,1305,1,1
898,35,1,0,0,973,0,0
899,51,1,1,0,2263,0,0
900,33,9,1,0,2076,0,2
901,30,9,2,0,277,0,1
902,58,9,1,0,664,1,1
903,34,0,2,0,309,0,0
904,45,4,2,0,81,0,5
905,28,7,1,0,468,0,1
906,31,1,0,0,373,0,1
907,40,4,2,0,334,0,5
908,30,7,1,0,1862,0,1
909,34,2,1,0,193,1,1
910,40,1,1,0,1078,1,0
911,59,5,0,0,1333,0,1
912,43,9,2,0,1119,0,1
913,41,4,2,0,251,0,1
914,33,9,1,0,283,0,1
915,33,4,1,0,1947,0,1
916,36,1,1,0,287,0,0
917,32,6,1,0,1256,0,1
918,25,0,1,0,292,0,0
919,25,1,1,0,224,0,2
920,38,9,2,0,491,0,2
921,34,4,2,0,409,0,0
922,67,1,1,0,2321,0,1
923,32,1,1,0,231,0,0
924,45,3,0,0,2189,0,1
925,33,1,0,0,757,0,1
926,38,0,0,0,1923,0,1
927,32,9,1,0,1169,0,1
928,54,5,2,0,2133,1,5
929,51,0,1,0,601,0,0
930,42,1,0,0,202,0,2
931,41,0,1,0,1779,0,11
932,39,4,2,0,1875,1,2
933,38,1,1,0,621,0,0
934,39,4,1,0,1159,0,1
935,46,1,0,0,1758,0,1
936,50,2,2,0,1476,1,2
937,33,1,1,0,360,0,0
938,37,9,1,0,1424,0,2
939,31,4,2,0,2225,0,12
940,34,1,1,0,443,0,0
941,34,4,2,0,274,0,0
942,36,4,2,0,492,0,0
943,40,9,1,0,383,0,21
944,40,1,1,0,1342,0,0
945,41,9,1,0,1154,0,2
946,52,4,2,0,1804,0,5
947,40,7,1,0,1039,0,1
948,48,1,1,0,682,0,0
949,33,4,1,0,380,0,2
950,44,9,1,0,274,0,1
951,55,4,2,0,1094,1,0
952,51,0,1,0,1711,0,1
953,34,4,2,0,358,0,0
954,58,5,1,0,2120,0,0
955,39,4,2,0,990,0,2
956,27,10,1,0,1825,0,0
957,55,4,2,0,276,0,0
958,35,9,1,0,238,0,1
959,37,9,2,0,1832,0,1
960,52,9,1,0,466,1,0
961,41,1,1,0,785,0,0
962,52,0,1,0,1637,1,2
963,34,1,1,0,1898,0,4
964,53,4,0,0,522,0,0
965,33,4,2,0,1802,0,1
966,47,6,1,0,274,0,7
967,35,1,1,0,2143,1,0
968,33,4,2,0,1513,0,1
969,55,1,0,0,1919,0,0
970,58,6,0,0,1116,0,0
971,44,0,1,0,529,0,0
972,25,7,1,0,1815,0,0
973,37,9,1,0,2091,0,10
974,41,1,0,0,1559,0,6
975,34,1,1,0,485,0,2
976,36,7,1,0,1410,0,2
977,44,6,2,0,407,0,3
978,34,2,2,0,529,0,0
979,56,1,0,0,1784,0,1
980,43,4,2,0,646,0,1
981,28,1,1,0,1850,0,3
982,54,1,1,0,1274,0,0
983,37,9,1,0,353,0,0
984,59,6,2,0,1548,0,3
985,58,1,1,0,778,1,2
986,56,4,2,0,1118,0,4
987,32,1,1,0,826,1,2
988,42,4,2,0,767,0,1
989,52,5,0,0,614,0,3
990,46,4,2,0,1085,0,0
991,37,0,2,0,1923,0,0
992,39,1,0,0,1034,0,1
993,31,0,1,0,576,0,0
994,59,3,0,0,274,0,10
995,38,1,1,0,1310,0,1
996,58,4,1,0,311,0,10
997,34,4,2,0,884,1,0
998,40,7,1,0,114,0,0
999,20,8,1,0,554,0,4
1000,34,9,1,0,479,1,1
1001,31,9,2,0,692,0,1
1002,39,0,1,0,1251,0,2
1003,34,2,2,0,615,0,0
1004,24,1,1,0,474,1,2
1005,41,4,2,0,2266,0,0
1006,40,4,2,0,279,0,2
1007,45,9,1,0,665,0,3
1008,36,4,2,0,827,0,0
1009,53,4,2,0,278,0,5
1010,23,8,1,0,2228,0,1
1011,42,2,0,0,468,0,0
1012,48,1,1,0,1010,0,0
1013,34,4,2,0,282,0,3
1014,36,0,1,0,720,0,3
1015,43,5,1,0,764,0,12
1016,36,1,1,0,693,0,4
1017,49,1,1,0,82,0,0
1018,55,5,1,0,716,0,3
1019,53,5,1,0,877,0,1
1020,42,9,1,0,1104,0,0
1021,45,0,1,0,2085,1,0
1022,31,1,1,0,1252,0,0
1023,32,0,2,0,274,0,0
1024,36,1,1,0,1639,0,1
1025,56,5,1,0,1136,0,1
1026,46,0,1,0,1156,0,1
1027,41,3,1,0,501,0,1
1028,31,0,1,0,274,1,1
1029,32,9,1,0,533,0,1
1030,38,4,2,0,229,0,0
1031,49,5,0,0,2343,0,0
1032,46,4,0,0,773,0,2
1033,29,9,1,0,771,0,0
1034,36,0,1,0,1633,0,0
1035,38,0,1,0,1495,0,1
1036,53,9,1,0,1708,0,0
1037,43,4,2,0,1732,0,6
1038,41,4,2,0,447,1,0
1039,42,4,1,0,2257,0,1
1040,55,1,1,0,1418,0,0
1041,39,0,1,0,1757,1,1
1042,30,0,1,0,355,0,5
1043,41,1,1,0,963,0,2
1044,44,10,2,0,449,0,1
1045,58,4,2,0,562,0,3
1046,35,5,0,0,548,0,0
1047,27,1,1,0,1029,0,2
1048,34,7,1,0,1298,0,1
1049,25,7,1,0,346,0,1
1050,36,1,1,0,274,0,2
1051,38,1,1,0,101,0,0
1052,30,0,1,0,285,0,0
1053,47,1,1,1,65,0,1
1054,41,7,1,0,968,0,1
1055,36,4,2,0,1839,0,0
1056,63,2,1,0,1922,0,1
1057,23,4,2,0,925,0,0
1058,32,4,2,0,1321,0,1
1059,57,5,0,0,984,0,0
1060,48,4,2,0,1195,0,0
1061,49,7,1,0,1179,0,0
1062,50,9,1,0,56,1,1
1063,33,1,0,0,1208,0,1
1064,53,7,1,0,21,0,0
1065,30,10,2,0,274,0,0
1066,38,9,1,0,928,0,2
1067,44,4,1,0,2221,0,15
1068,39,0,1,0,288,1,8
1069,45,9,1,0,2178,1,0
1070,36,1,1,0,1141,0,3
1071,38,1,1,0,274,0,4
1072,36,3,1,0,673,0,0
1073,30,4,2,0,921,0,0
1074,28,9,2,0,819,1,2
1075,26,10,2,0,706,1,17
1076,54,4,1,0,1600,0,0
1077,38,0,2,0,1540,0,1
1078,32,9,2,0,274,0,1
1079,50,0,1,0,472,1,0
1080,43,1,1,0,879,0,2
1081,48,0,1,0,386,0,4
1082,57,3,0,0,324,0,2
1083,64,3,0,0,951,0,1
1084,26,7,1,0,348,0,5
1085,33,1,1,0,874,0,0
1086,50,6,1,0,1785,1,2
1087,47,6,2,0,938,0,13
1088,39,4,2,0,671,0,3
1089,52,7,0,0,288,1,4
1090,31,1,0,0,70,0,3
1091,50,1,0,0,274,0,4
1092,47,9,1,0,823,0,2
1093,30,4,2,0,166,0,14
1094,32,9,2,0,1115,0,0
1095,36,9,1,0,563,0,0
1096,46,9,2,0,487,0,0
1097,45,4,2,0,1567,0,0
1098,37,9,1,0,274,0,1
1099,58,3,0,0,2078,0,3
1100,59,4,2,0,1488,0,0
1101,28,4,2,0,1354,0,0
1102,48,4,2,0,2184,0,2
1103,55,1,1,0,1435,0,1
1104,37,1,0,0,1017,0,0
1105,41,4,2,0,1752,0,0
1106,35,1,1,0,410,1,0
1107,34,1,1,0,1249,0,0
1108,43,4,2,0,419,0,0
1109,59,9,1,0,275,0,1
1110,50,1,0,0,266,1,5
1111,37,9,1,0,730,0,1
1112,35,9,1,0,1737,0,1
1113,50,9,1,0,1921,0,0
1114,36,9,1,0,737,1,2
1115,41,0,1,0,2066,0,0
1116,28,4,2,0,580,0,3
1117,42,9,2,0,91,0,4
1118,60,5,1,0,2035,0,0
1119,28,4,2,0,2048,0,2
1120,48,2,1,0,920,1,0
1121,51,2,2,0,2088,0,0
1122,32,9,2,0,1953,0,6
1123,35,9,2,0,459,0,1
1124,37,9,1,0,460,0,0
1125,38,1,1,0,1780,0,0
1126,77,5,1,0,832,0,2
1127,32,4,2,0,968,0,0
1128,43,9,1,0,438,0,2
1129,36,4,2,0,510,0,1
1130,29,4,2,0,1032,0,2
1131,32,0,1,0,1744,0,0
1132,41,4,2,0,2008,1,0
1133,26,7,1,0,401,1,2
1134,34,1,0,0,447,0,0
1135,57,5,2,0,274,1,0
1136,36,7,1,0,1355,0,1
1137,42,1,1,0,1788,0,0
1138,35,9,1,0,330,0,11
1139,52,2,0,0,542,0,1
1140,36,4,2,0,1920,0,4
1141,46,9,1,0,116,0,0
1142,60,4,2,0,626,0,0
1143,57,3,0,0,749,1,1
1144,48,4,2,0,1107,0,2
1145,59,6,0,0,274,0,1
1146,39,4,2,0,513,0,1
1147,44,1,1,0,181,1,9
1148,27,4,2,0,699,0,2
1149,59,5,1,0,1215,0,1
1150,36,9,1,0,2121,0,1
1151,44,0,1,0,475,0,0
1152,50,0,1,0,274,0,3
1153,41,4,2,0,629,0,2
1154,47,0,1,0,1523,1,0
1155,32,9,2,0,526,0,3
1156,38,1,1,0,547,1,5
1157,55,1,1,0,297,0,1
1158,38,4,2,0,1312,0,3
1159,31,4,2,0,336,0,0
1160,38,1,1,0,430,0,4
1161,29,10,2,0,1102,0,0
1162,55,7,1,0,457,1,0
1163,35,10,1,0,1092,0,3
1164,40,6,2,0,1756,0,2
1165,34,1,1,0,1508,1,0
1166,32,9,2,0,2095,0,0
1167,33,1,1,0,1040,0,0
1168,33,4,2,0,539,0,0
1169,37,0,1,0,1227,0,1
1170,58,4,2,0,1725,0,0
1171,36,0,1,0,274,0,0
1172,42,1,1,0,500,0,6
1173,34,9,1,0,1725,0,0
1174,35,4,2,0,579,0,2
1175,60,3,0,0,761,0,2
1176,50,4,2,0,76,0,1
1177,28,6,2,0,2009,0,1
1178,27,1,1,0,275,0,2
1179,37,4,2,0,2064,0,0
1180,31,9,2,0,854,0,3
1181,34,7,1,0,1161,0,0
1182,38,4,2,0,400,0,1
1183,32,6,1,0,248,0,2
1184,37,9,1,0,684,0,3
1185,33,0,1,0,270,0,1
1186,71,9,2,0,642,0,1
1187,27,9,1,0,403,0,2
1188,38,1,0,0,1688,0,0
1189,34,9,1,0,471,0,1
1190,54,5,2,0,274,0,0
1191,30,1,1,0,280,0,2
1192,35,2,1,0,725,1,3
1193,33,1,1,0,909,0,0
1194,36,4,1,0,1486,0,0
1195,59,6,2,0,456,0,4
1196,72,1,0,0,1991,0,0
1197,64,4,2,0,888,0,2
1198,53,9,1,0,582,0,0
1199,35,4,2,0,1778,0,0
1200,58,6,1,0,1324,0,0
1201,40,9,1,0,1262,0,1
1202,41,7,1,0,867,0,1
1203,48,5,0,0,2071,0,7
1204,44,2,2,0,1859,1,2
1205,39,1,1,0,274,0,0
1206,61,4,2,0,2127,0,2
1207,36,2,0,0,448,0,4
1208,28,4,2,0,1893,1,1
1209,58,5,1,0,1426,1,5
1210,60,0,1,0,445,0,0
1211,66,0,1,0,2261,0,3
1212,36,4,2,0,739,0,7
1213,49,6,1,0,1691,0,5
1214,40,7,1,0,274,0,1
1215,23,9,1,0,822,0,0
1216,29,4,2,0,2315,0,2
1217,44,1,0,0,537,1,0
1218,54,4,2,0,1671,0,7
1219,47,1,0,0,582,0,1
1220,33,0,2,0,857,0,0
1221,30,6,1,0,1471,0,3
1222,27,0,1,0,289,1,0
1223,49,4,2,0,1643,1,0
1224,27,7,1,0,471,0,1
1225,51,1,1,0,433,0,0
1226,32,0,1,1,279,1,2
1227,30,1,1,0,349,0,0
1228,33,0,1,0,2045,0,0
1229,27,1,0,0,222,0,4
1230,75,5,1,0,1300,0,6
1231,37,7,1,0,739,0,0
1232,36,9,1,0,1373,0,1
1233,37,1,1,0,404,0,1
1234,35,4,2,0,282,0,3
1235,32,7,1,0,44,1,4
1236,32,0,1,0,390,1,1
1237,35,0,0,0,460,0,0
1238,31,1,0,0,276,1,0
1239,28,1,1,0,1972,1,1
1240,27,7,1,0,328,0,0
1241,22,8,1,0,782,0,0
1242,35,1,0,0,561,0,1
1243,69,5,0,0,807,0,0
1244,37,2,2,0,1348,1,0
1245,45,0,1,0,274,0,0
1246,47,4,2,0,383,0,0
1247,52,4,2,0,265,0,3
1248,33,7,1,0,364,0,1
1249,60,1,0,0,742,0,3
1250,33,4,1,0,1508,1,0
1251,44,0,1,0,1652,0,1
1252,38,2,1,0,1027,0,1
1253,54,2,1,0,866,0,0
1254,32,10,0,0,274,0,3
1255,33,9,1,0,274,1,1
1256,55,7,1,0,488,0,1
1257,51,1,0,0,2057,1,6
1258,48,1,1,0,929,0,0
1259,37,7,1,0,1142,0,2
1260,33,7,1,0,234,1,4
1261,30,1,0,0,275,1,1
1262,43,1,0,0,212,1,1
1263,49,9,1,0,2019,0,1
1264,54,10,0,0,776,0,2
1265,31,10,2,0,2201,0,7
1266,54,4,2,0,1043,0,0
1267,36,10,1,0,197,0,2
1268,30,0,1,0,274,0,4
1269,27,9,1,0,431,0,1
1270,30,0,1,0,396,0,0
1271,30,1,1,0,884,0,1
1272,35,9,1,0,274,0,3
1273,33,7,1,0,666,0,0
1274,43,1,0,0,213,1,3
1275,41,1,1,0,167,0,0
1276,41,4,2,0,2054,0,8
1277,46,0,1,0,1607,0,0
1278,54,1,1,0,19,0,0
1279,32,4,2,0,1053,0,0
1280,30,9,2,0,505,0,0
1281,40,2,0,0,274,0,1
1282,30,1,0,0,1692,0,1
1283,27,0,1,0,856,1,2
1284,41,1,0,0,1016,0,0
1285,54,7,1,0,645,0,1
1286,32,4,2,0,1240,0,1
1287,31,4,2,0,1698,0,3
1288,42,1,1,0,20,0,1
1289,48,0,0,0,829,0,1
1290,34,1,0,0,353,0,1
1291,55,9,1,0,335,1,2
1292,49,9,1,0,1166,0,1
1293,46,4,2,0,930,0,1
1294,47,2,1,0,479,0,1
1295,24,4,2,0,443,0,1
1296,58,2,1,0,276,0,0
1297,32,4,2,0,315,0,4
1298,25,8,1,0,1176,0,2
1299,49,1,1,0,235,0,2
1300,59,5,1,0,2115,0,1
1301,30,4,2,0,591,0,15
1302,46,1,1,0,743,0,0
1303,42,4,2,0,1371,0,0
1304,37,2,2,0,1715,0,1
1305,44,1,0,0,262,1,3
1306,49,7,1,0,2104,1,2
1307,41,1,1,0,1344,0,0
1308,48,9,2,0,274,0,14
1309,31,4,1,0,843,0,0
1310,37,8,1,0,274,0,0
1311,51,7,1,0,1026,0,1
1312,80,5,1,0,2223,0,0
1313,32,4,2,0,424,0,0
1314,48,7,0,1,55,0,6
1315,49,1,2,0,1474,0,0
1316,30,4,2,0,1801,0,0
1317,27,6,1,0,323,0,1
1318,34,9,1,0,113,0,3
1319,49,4,1,0,1420,0,1
1320,48,4,2,0,334,0,1
1321,40,7,1,0,291,0,0
1322,38,1,1,0,1547,0,0
1323,46,1,0,0,365,0,0
1324,41,2,2,0,442,0,0
1325,28,4,2,0,1126,0,0
1326,51,7,1,0,2113,0,1
1327,33,1,0,0,415,0,1
1328,26,4,2,0,475,0,0
1329,34,0,1,0,1018,0,1
1330,27,1,1,1,54,0,1
1331,42,6,1,0,371,0,1
1332,45,0,1,0,474,0,1
1333,31,9,1,0,846,0,1
1334,32,4,2,0,573,0,1
1335,39,1,0,0,1393,0,0
1336,26,1,1,0,1019,1,4
1337,40,4,2,0,1364,0,1
1338,52,7,1,0,23,0,0
1339,40,9,2,0,496,0,1
1340,48,9,1,0,401,1,4
1341,31,7,1,0,668,0,0
1342,27,0,1,0,910,1,0
1343,47,9,1,0,1246,0,0
1344,28,4,1,0,442,0,0
1345,40,4,2,0,343,0,1
1346,34,0,1,0,1360,0,0
1347,29,6,2,0,938,0,1
1348,36,4,2,0,335,1,1
1349,83,5,0,0,679,0,0
1350,55,7,0,0,1762,0,1
1351,43,4,2,0,373,0,2
1352,23,8,1,0,1122,0,8
1353,44,9,2,0,1194,0,1
1354,58,1,0,0,964,0,1
1355,29,0,1,0,1340,0,0
1356,30,4,2,0,826,1,0
1357,29,0,1,0,175,0,0
1358,41,9,1,0,274,0,0
1359,35,3,0,0,274,0,2
1360,31,9,1,0,1117,0,3
1361,27,0,2,0,347,0,0
1362,47,7,1,0,1696,0,0
1363,53,6,2,0,1701,1,27
1364,34,4,2,0,1512,0,2
1365,34,1,0,0,125,1,3
1366,36,4,2,0,136,0,2
1367,40,9,1,0,440,0,3
1368,37,6,2,0,788,0,1
1369,65,5,1,0,563,0,1
1370,53,9,1,0,938,0,3
1371,28,9,1,0,400,0,0
1372,33,9,2,0,102,0,0
1373,56,1,0,0,639,0,4
1374,45,6,1,0,909,0,1
1375,39,9,1,0,2243,0,0
1376,28,4,2,0,1347,0,0
1377,36,1,0,0,274,0,1
1378,41,1,0,0,1077,0,3
1379,46,0,1,0,628,0,0
1380,41,1,1,0,395,0,5
1381,59,7,1,0,474,0,1
1382,24,0,1,0,562,0,0
1383,34,4,2,0,1964,0,0
1384,40,1,0,0,118,0,0
1385,42,0,1,0,1805,0,3
1386,50,7,1,0,521,0,1
1387,25,4,2,0,786,0,3
1388,51,7,1,0,762,0,0
1389,50,4,2,0,359,1,0
1390,37,1,1,0,825,0,1
1391,21,7,1,0,621,0,0
1392,52,1,1,0,212,0,0
1393,55,5,0,0,1992,0,3
1394,26,9,1,0,1699,1,0
1395,38,9,2,0,1820,0,1
1396,32,1,1,0,892,0,0
1397,31,1,1,0,849,0,3
1398,34,9,1,0,602,1,0
1399,33,9,2,0,578,0,2
1400,35,9,1,0,276,0,2
1401,44,4,2,0,670,0,6
1402,48,4,2,0,754,0,0
1403,29,1,1,0,1052,0,0
1404,50,4,2,0,274,0,4
1405,37,1,0,0,311,0,1
1406,44,0,1,0,1675,0,0
1407,36,10,2,0,2242,0,2
1408,49,1,1,0,313,0,4
1409,31,1,1,0,274,0,0
1410,49,9,1,0,532,0,5
1411,35,1,1,0,274,0,0
1412,57,0,1,0,1941,0,0
1413,42,1,0,0,1372,0,0
1414,36,1,1,0,192,0,1
1415,75,5,0,0,1018,0,0
1416,38,1,1,0,806,0,1
1417,40,1,0,1,274,0,1
1418,38,7,1,0,1611,0,2
1419,34,4,2,0,1213,0,0
1420,29,9,2,0,704,0,0
1421,28,0,1,0,213,0,0
1422,79,5,1,0,2023,0,4
1423,51,0,1,0,717,0,0
1424,32,8,2,0,274,0,4
1425,36,4,2,0,744,0,2
1426,38,2,1,0,430,1,10
1427,49,6,1,0,618,1,2
1428,42,7,1,0,555,0,2
1429,43,1,0,0,2188,0,3
1430,34,1,1,0,58,0,0
1431,59,5,1,0,612,0,4
1432,35,4,0,0,625,0,1
1433,33,1,1,0,2299,0,24
1434,34,0,1,0,1013,0,1
1435,64,5,1,0,1400,0,2
1436,34,2,2,0,252,0,0
1437,77,5,2,0,274,0,0
1438,57,5,0,0,1764,1,4
1439,30,1,1,0,749,1,0
1440,56,3,0,1,1248,0,0
1441,49,4,2,0,564,0,1
1442,73,5,0,0,1320,0,2
1443,39,9,1,0,376,0,1
1444,57,9,0,0,287,0,1
1445,32,6,1,0,668,0,1
1446,32,9,2,0,2018,0,1
1447,45,0,1,0,855,0,8
1448,32,1,1,0,375,0,3
1449,31,4,2,0,1244,1,1
1450,49,6,1,0,1172,0,1
1451,29,7,1,0,1904,0,2
1452,55,9,1,0,1080,0,0
1453,30,0,1,0,762,0,0
1454,45,7,0,0,1507,0,5
1455,39,9,2,0,288,0,1
1456,36,0,1,0,88,1,0
1457,33,4,2,0,1894,0,0
1458,36,4,2,0,1777,0,0
1459,31,9,1,0,687,0,1
1460,36,9,1,0,942,0,2
1461,38,9,2,0,274,0,0
1462,33,4,1,0,1724,0,2
1463,40,9,1,0,367,0,1
1464,31,1,1,0,1469,1,1
1465,39,7,1,0,398,0,4
1466,33,0,2,0,343,1,1
1467,53,7,1,0,274,0,1
1468,38,4,2,0,274,0,4
1469,59,9,1,0,526,0,0
1470,55,1,0,0,1956,0,0
1471,38,9,2,0,931,0,0
1472,48,7,1,0,390,0,3
1473,53,1,1,0,344,0,1
1474,44,0,1,0,686,0,2
1475,57,4,2,0,1214,0,0
1476,29,1,1,0,283,0,2
1477,31,7,1,0,682,0,0
1478,35,9,2,0,2193,0,0
1479,31,1,0,0,838,0,0
1480,35,6,2,0,2233,0,1
1481,40,4,1,0,463,0,10
1482,39,1,1,0,274,0,0
1483,43,9,2,0,2350,0,6
1484,44,2,0,0,541,1,0
1485,29,9,1,0,387,0,1
1486,40,9,1,0,965,0,1
1487,33,2,0,0,356,0,1
1488,46,4,2,0,1111,0,12
1489,27,4,2,0,2144,0,3
1490,26,0,1,0,696,0,2
1491,41,9,1,0,612,0,0
1492,34,9,2,0,2059,0,20
1493,39,9,2,0,244,1,14
1494,27,7,1,0,198,0,0
1495,31,1,1,0,353,1,10
1496,44,10,1,0,1931,0,0
1497,55,5,2,0,467,1,0
1498,51,1,0,0,1007,0,1
1499,50,4,2,0,214,1,0
1500,30,7,1,0,1463,0,3
1501,46,9,1,0,331,0,0
1502,49,0,1,0,853,0,2
1503,56,5,1,0,205,1,1
1504,47,0,1,0,495,0,3
1505,30,0,1,0,398,0,1
1506,36,2,1,0,725,0,2
1507,40,4,2,0,269,1,0
1508,37,9,1,1,635,0,1
1509,42,0,1,0,1067,0,0
1510,45,9,1,0,1329,0,0
1511,34,10,1,0,274,0,1
1512,27,0,1,0,1884,0,4
1513,30,1,1,0,211,0,4
1514,32,9,1,0,438,1,2
1515,46,3,0,0,293,0,0
1516,29,6,2,0,509,0,3
1517,53,4,2,0,287,0,0
1518,32,9,1,0,549,0,0
1519,49,10,1,0,952,0,0
1520,35,4,2,0,367,0,1
1521,38,1,1,0,1433,0,2
1522,39,2,0,0,507,1,0
1523,34,9,1,0,1589,0,0
1524,42,1,0,0,972,1,1
1525,35,1,1,0,1028,0,2
1526,60,0,1,0,1124,0,7
1527,57,9,1,0,337,0,0
1528,31,1,1,0,290,0,0
1529,29,4,1,0,672,0,0
1530,41,7,1,0,1939,0,1
1531,46,1,0,0,1729,0,0
1532,33,9,1,0,406,0,0
1533,32,1,1,0,1456,0,1
1534,54,4,2,0,1588,1,0
1535,37,7,1,0,2026,0,1
1536,32,9,1,0,1774,0,0
1537,43,4,2,0,895,0,2
1538,50,1,1,0,473,0,0
1539,34,1,1,0,584,0,2
1540,31,0,1,0,1235,0,0
1541,43,6,1,0,852,0,0
1542,49,2,1,0,539,0,0
1543,22,8,1,0,321,0,2
1544,35,4,2,0,1170,1,1
1545,56,0,1,0,274,0,1
1546,53,1,1,0,274,0,3
1547,54,2,2,0,1382,1,6
1548,32,7,1,0,2134,0,0
1549,41,6,1,0,302,0,0
1550,40,1,1,0,1115,0,0
1551,33,1,0,0,512,1,2
1552,33,4,2,0,1545,0,0
1553,34,1,1,0,1938,0,6
1554,36,7,1,0,1293,0,3
1555,34,2,2,0,667,1,0
1556,55,4,0,0,499,1,2
1557,28,8,2,0,1392,0,3
1558,29,0,1,0,1853,0,1
1559,31,0,1,0,417,0,10
1560,52,4,2,0,1299,0,4
1561,54,7,1,0,645,1,0
1562,43,1,0,0,2199,0,7
1563,55,2,1,0,474,0,12
1564,28,1,1,0,375,0,3
1565,45,10,1,0,922,1,0
1566,45,2,0,0,1656,0,0
1567,51,4,2,0,1766,0,3
1568,42,9,1,0,274,0,3
1569,43,4,2,0,452,0,0
1570,34,4,2,0,447,0,3
1571,36,1,0,0,323,0,1
1572,37,1,1,0,1549,0,0
1573,50,1,1,0,632,0,0
1574,42,4,2,0,2197,0,1
1575,34,1,0,0,714,0,0
1576,48,4,1,0,391,0,0
1577,47,0,1,0,378,1,1
1578,40,4,2,0,1133,0,0
1579,37,4,2,0,774,0,1
1580,38,1,0,0,274,0,1
1581,29,9,2,0,662,0,0
1582,46,1,0,0,1686,0,0
1583,26,1,1,0,734,0,1
1584,30,7,2,0,1865,0,3
1585,42,1,1,0,2103,0,1
1586,42,4,2,0,374,0,1
1587,31,0,1,0,1279,0,4
1588,37,4,2,0,989,0,0
1589,26,1,1,0,512,0,10
1590,54,1,1,0,462,0,1
1591,70,5,1,0,1743,0,1
1592,29,6,1,0,1890,1,0
1593,50,7,1,0,1398,0,0
1594,60,10,1,0,644,0,0
1595,32,9,1,0,303,0,1
1596,32,9,1,0,358,1,2
1597,34,6,2,0,1031,0,1
1598,48,7,0,0,1360,0,6
1599,25,8,2,0,274,0,0
1600,32,4,1,0,2136,1,1
1601,32,1,0,0,591,0,0
1602,47,0,1,0,435,0,3
1603,32,9,1,0,2311,0,2
1604,49,4,2,0,424,0,2
1605,53,7,1,0,272,1,1
1606,41,1,1,0,2020,0,5
1607,47,4,2,0,1197,1,1
1608,35,1,0,0,285,0,3
1609,33,4,1,0,2210,0,2
1610,49,1,0,0,1120,0,4
1611,46,4,2,0,1276,0,2
1612,29,4,2,0,670,1,3
1613,58,6,0,0,883,0,2
1614,40,0,1,0,1645,0,0
1615,34,4,2,0,672,0,0
1616,60,5,0,0,345,0,2
1617,43,4,2,0,1224,0,1
1618,50,1,0,0,2217,0,5
1619,33,1,1,0,516,0,3
1620,37,1,0,0,894,0,1
1621,55,6,1,0,473,0,4
1622,45,1,0,1,180,1,3
1623,47,1,0,0,1856,1,1
1624,58,9,1,0,390,0,2
1625,36,7,1,0,1464,0,0
1626,55,9,1,0,274,0,1
1627,31,1,1,0,1045,0,1
1628,38,9,1,0,995,1,1
1629,42,1,1,0,403,0,0
1630,32,4,2,0,275,0,3
1631,39,1,1,0,282,0,2
1632,41,9,1,0,329,0,3
1633,59,1,0,0,902,0,0
1634,42,10,1,0,944,0,0
1635,33,1,1,0,892,0,1
1636,53,5,1,0,2052,0,0
1637,43,1,0,0,1236,0,2
1638,39,6,2,0,680,0,0
1639,27,2,1,0,636,1,0
1640,39,4,2,0,286,0,0
1641,27,1,1,0,297,0,1
1642,33,0,1,0,614,0,1
1643,29,7,1,0,592,0,1
1644,33,4,2,0,274,0,1
1645,41,2,1,0,614,0,1
1646,38,9,2,0,1614,0,0
1647,30,4,2,0,274,0,0
1648,58,10,2,0,931,0,0
1649,37,7,1,0,830,0,2
1650,36,0,1,0,616,0,2
1651,45,1,0,0,1274,0,16
1652,23,9,1,0,131,0,1
1653,53,1,0,0,568,0,2
1654,44,1,0,0,128,0,2
1655,32,9,1,0,742,0,1
1656,32,4,2,0,345,0,7
1657,38,0,2,0,881,1,1
1658,47,1,0,0,788,0,1
1659,34,7,1,0,358,0,0
1660,52,7,1,0,382,0,11
1661,45,0,1,0,265,0,0
1662,50,1,0,0,1207,0,1
